latitude,longitude
-39.54362956,176.919712
-39.54297231,176.9214291
-39.54299642,176.9214073
-39.542939,176.92148
-39.5428295,176.9216588
-39.9676802,176.631897
-39.96767464,176.6318969
-39.96704103,176.6322547
-39.96704617,176.6322511
-39.96674631,176.6329638
-39.96708167,176.6330471
-39.96776756,176.6332735
-39.96776936,176.6332756
-39.96777031,176.6332777
-39.96776947,176.6332769
-39.96603956,176.6316423
-39.96592645,176.6320032
-39.96732092,176.6331596
-39.96762636,176.6352408
-39.96762714,176.6352419
-39.96796567,176.6370807
-39.96767703,176.6380232
-39.9676705,176.6380309
-39.96675181,176.6396654
-39.96673795,176.6396833
-39.96718225,176.6396023
-39.96718356,176.6396017
-39.96669795,176.6420553
-39.96668558,176.6420709
-39.96668697,176.642069
-39.96651078,176.6426864
-39.96656233,176.6421826
-39.96613064,176.6324693
-39.02838039,177.4205126
-39.02837917,177.4205135
-39.028379,177.4205128
-39.0283795,177.4205183
-39.02838106,177.4205195
-39.02838197,177.4205139
-39.02837986,177.4205137
-39.02768486,177.4190406
-39.02768514,177.4190399
-39.56889295,176.8840416
-39.56892914,176.8840197
-39.56905778,176.8839744
-39.5692217,176.8839139
-39.56940761,176.8838503
-39.56956606,176.8838024
-39.56973036,176.8837516
-39.56988747,176.8836877
-39.57000039,176.8836419
-39.57008831,176.883607
-39.57018158,176.8835711
-39.57028733,176.8835307
-39.57040128,176.8834866
-39.57051642,176.883447
-39.57062586,176.8834167
-39.57074347,176.8833772
-39.57086072,176.88333
-39.57097928,176.8832798
-39.57109961,176.8832342
-39.57122572,176.883185
-39.57134661,176.8831365
-39.57146697,176.8830934
-39.57147306,176.8830879
-39.57146495,176.8830908
-39.57142025,176.8831066
-39.57128989,176.8831555
-39.5711105,176.8832216
-39.57090856,176.8832941
-39.57070389,176.8833618
-39.57049717,176.8834282
-39.5703112,176.8834892
-39.57013725,176.8835492
-39.5699912,176.8836
-39.56985667,176.8836442
-39.56972439,176.883684
-39.56959089,176.8837223
-39.56948056,176.8837772
-39.56936122,176.8838207
-39.5692237,176.8838621
-39.56908845,176.8839031
-39.56898761,176.8839581
-39.55902472,176.9209631
-39.55918139,176.914095
-39.55906639,176.9128981
-39.56432806,176.9026414
-39.56466,176.9002047
-39.56423639,176.9028664
-39.55385139,176.8202414
-39.55324806,176.8186381
-39.55269639,176.8172881
-39.55156,176.8150664
-39.53003806,176.8035097
-39.53000472,176.8034931
-39.53000139,176.803475
-39.53000472,176.80348
-39.53020806,176.8034997
-39.51717806,176.7959481
-39.51696472,176.7957814
-39.51665306,176.7955781
-39.516345,176.79537
-39.51610306,176.7951947
-39.51581,176.79493
-39.50365806,176.7551114
-39.50380806,176.7548181
-39.50398,176.7543564
-39.50403306,176.7539264
-39.50377639,176.75358
-39.50347306,176.7536264
-39.50321806,176.7541114
-39.50321639,176.7541047
-39.50333139,176.7541714
-39.50333306,176.75406
-39.50333139,176.7540614
-39.50332806,176.75406
-39.503325,176.75406
-39.50333639,176.7540631
-39.50333639,176.7540614
-39.50333806,176.7540631
-39.50320306,176.7574031
-39.50338972,176.7572981
-39.50352306,176.7570764
-39.50364806,176.7564364
-39.50367,176.7560631
-39.5037,176.7552431
-39.50300639,176.7534364
-39.50289,176.7527181
-39.49223306,176.7220431
-39.49242806,176.7222481
-39.49262472,176.7224397
-39.49292639,176.7226714
-39.49330972,176.7229231
-39.49386139,176.7232914
-39.49432,176.7235797
-39.49491806,176.7236164
